#_prob	var_1	var_2	var_3	var_4	var_5	var_6	var_7	var_8	var_9	var_10	var_11	var_12	var_13	var_14
0.001	14.83969531	12.23011694	7.856312236	8.795217561	12.90800732	6.650913392	5.438503101	5.258000685	21.74794537	4.929845389	15.8680588	3.143231927	17.8342314	20.49736007
0.001	8.403679345	10.14683699	10.53107289	15.56310652	4.694982953	8.99661171	8.510953643	6.803193937	17.65933512	8.296426088	6.668660049	6.052831995	11.78351358	13.9412208
0.001	16.6553675	6.871732286	5.913641001	9.552633938	7.349691099	12.78308958	12.94168859	5.50699043	7.877252094	12.65571381	10.16059321	7.965254633	15.25007164	12.40237589
0.001	15.14653576	10.37043966	13.51150069	11.6597031	7.472796524	16.42875196	15.84003482	5.448696039	11.82777365	5.795242116	13.48819936	7.64307509	8.851739125	23.26874155
0.001	7.432235084	13.41048125	17.11904218	18.04960359	13.21688926	17.28517167	12.55491701	6.814482293	15.41493281	6.135325591	15.29275912	10.00162613	14.51426571	9.018728818
0.001	14.62917484	17.8024819	8.004388684	15.41002531	4.591163284	17.19300088	10.62315814	6.941724187	20.96076319	3.279243451	15.63396296	6.046414982	18.46173379	16.36411128
0.001	17.09559537	9.695347604	5.075955018	12.24385764	10.01573141	5.10060276	5.721029455	5.942663672	9.887680893	2.752344309	8.830817938	4.803260278	11.20148165	8.398030917
0.001	9.795139608	8.530164265	17.20453741	17.54914102	7.077687253	5.865624949	10.65335795	6.209577169	12.86662903	11.44607365	12.88358282	9.472452272	10.98198696	21.36674775
0.001	10.12520306	17.25433248	11.93472531	6.876727875	4.915597299	5.781020893	14.35346224	6.620198567	20.30140661	9.783555353	13.90599036	6.331133432	16.58339882	9.978754881
0.001	14.74694036	7.883683866	5.794537803	15.61279186	9.970839069	9.126574416	12.29284418	3.47656436	14.20442934	4.555912692	9.168836755	5.45671981	16.60455133	9.788180345
0.001	9.886732567	17.18528947	9.287955728	17.4493757	8.934440928	7.638972564	15.69027889	3.475069527	8.186096736	2.900942788	11.10635388	6.730844896	16.41110301	14.33097011
0.001	8.859892483	17.92544467	7.846610289	15.24578469	5.927706193	8.332868443	9.083180912	3.225815547	8.032940503	12.57925249	11.60130992	3.408612467	16.35507049	17.56874737
0.001	8.547873383	7.838112511	17.58980038	10.0696882	11.45801042	11.55160765	10.01354242	3.440643597	11.70455738	2.270999126	12.28901201	6.047058815	9.59422347	17.9103992
0.001	16.50562184	7.998078128	17.81646951	5.110766695	8.096843044	17.36242561	4.279486981	4.341083698	9.8174755	10.42986326	14.55318834	4.401564292	18.63326805	8.578943931
0.001	8.895896029	9.45485293	18.63280948	18.14546681	13.43823534	4.113524215	6.919874216	5.189329308	18.66267045	12.38454859	12.07306908	4.404522427	9.911274092	12.59212753
0.001	13.43858436	17.39285423	9.736903707	13.40475334	4.830035714	12.86094973	8.048039911	6.056645788	23.03597558	12.69868891	6.746185096	3.756999953	14.21783376	8.624096717
0.001	13.39259872	12.41964134	10.95720813	10.41629637	8.697694634	11.0093294	11.13196414	4.92942388	24.82986403	12.47301679	13.43040897	7.482964847	7.707174198	14.23696225
0.001	9.237000407	19.23856267	13.67115914	5.632346668	13.29561253	12.34475736	15.2384277	4.74125506	9.535610958	9.115013036	16.49733124	6.371064029	18.46426405	24.92172283
0.001	8.194382767	14.9964397	13.67921818	13.34092843	4.195289176	9.478680108	11.48260768	5.672437627	8.508902025	5.994513106	15.13203345	6.227366636	12.93857427	19.05237556
0.001	12.08253507	23.01602184	15.77005838	19.83679004	11.1151978	14.08291118	4.084117687	4.499166124	19.35759739	3.299647126	6.149499657	12.40475958	10.96761678	18.27365936
0.001	18.39926514	18.27189417	8.280588311	7.377880634	13.05771194	5.209964802	15.43057299	3.166009798	21.09267422	3.491282213	15.46857674	11.50756044	11.26962095	21.21006589
0.001	8.920402057	12.04939694	4.781418338	19.74655788	5.550014893	9.562635173	9.631047603	6.580329239	20.18828965	5.986388772	6.353060308	7.320854953	14.57223804	18.91980215
0.001	9.448266546	18.83833663	11.90268158	10.61390719	13.20356705	7.001929187	13.41951351	3.435205259	16.30019408	11.26321935	15.67001715	6.023545257	14.16786565	23.12821721
0.001	11.17970383	24.92050689	15.27931167	16.53122446	11.30846281	16.91968138	7.135507842	3.682980518	16.67261584	6.072590198	10.6616227	10.47618591	17.23832055	12.62480541
0.001	11.77435263	16.57729624	8.350148555	8.23295126	13.88306992	8.848081071	10.25674514	6.887659057	23.26665447	7.849076874	8.701406802	7.530783312	13.54012916	12.25666708
0.001	8.914585536	8.009982283	10.07916023	8.961250701	4.86517674	11.63264221	5.911982807	5.591225793	13.89803259	9.989579537	14.8345799	13.01370159	15.05460604	12.61205089
0.001	15.18005714	14.72054844	6.329553185	5.985425932	12.82715303	5.658345634	7.959644397	4.254123039	16.57720654	11.38265186	7.923071833	8.455420974	13.96681224	12.28923331
0.001	17.3752483	12.49143856	4.205484009	5.121485655	11.17871932	13.64099662	14.38798293	4.904925785	24.36157024	9.038057846	15.0220277	13.4192944	10.55040095	5.752952361
0.001	15.00856786	24.20684685	11.32300477	18.1774135	4.642437661	10.92624337	12.1212858	6.686803687	17.73538902	6.033635652	11.28168029	9.545288413	12.53129165	20.57742344
0.001	18.1430877	12.89016099	10.20810147	11.08000575	7.251043308	14.17764817	7.354544102	5.249632654	11.23046451	8.541594239	9.522106317	6.768317275	9.027384297	16.46140458
0.001	18.98057298	10.75010976	6.996023726	18.88853747	4.923579079	4.630885677	8.081354216	6.794437923	21.06956586	3.930332357	9.594736509	6.394174564	8.15144843	5.914412373
0.001	9.073189261	21.76476106	6.510930738	14.65959061	5.683355735	6.581586562	8.383053982	5.828623498	14.59565402	7.882469619	7.011496622	9.228016207	8.283712433	13.4523671
0.001	18.96020161	17.01627427	9.065359074	5.724871775	5.874103276	14.4217567	12.65711999	4.540786664	23.41245302	5.252640613	10.76698009	5.544903948	8.051153168	15.31218383
0.001	17.70495879	13.81784794	12.50112405	14.44497992	9.779953099	16.36303558	12.94109657	5.081720328	15.69083611	4.736900662	12.06040279	8.71366361	7.484548146	15.36214123
0.001	10.7089589	23.17448263	9.834763717	18.8634443	10.47258793	14.48100108	13.71318306	6.54769489	9.614055424	12.53066061	14.52311035	9.368162841	16.83415523	17.74170492
0.001	11.9145021	6.505464676	14.98600833	11.49676015	10.77933593	13.78109158	7.680276816	5.253030702	22.54777057	3.895595961	7.337198025	3.232732037	15.96821568	12.34344103
0.001	7.898575739	5.548965693	6.614357611	19.53659136	5.768197826	9.9186076	9.324213994	3.888610262	14.75099902	5.121212144	10.79777589	3.56592389	18.41391863	14.36416098
0.001	9.329829984	17.76971606	16.57149214	7.390048961	12.09913612	6.227025309	3.380544137	3.950390793	7.595215807	10.7897565	6.980444243	12.07691645	8.144996183	6.280779983
0.001	17.2588536	19.97892901	17.19002173	9.380223001	4.5422485	6.295999345	13.58268111	6.385714815	16.8534268	8.408425833	16.10199662	8.302482796	12.10220221	6.059263366
0.001	8.283415588	24.83839287	10.88883223	8.66155767	8.388624579	8.004193604	5.80654872	4.564379792	10.88417443	2.479727229	10.97998445	10.67253478	17.40274409	13.63262548
0.001	12.99764297	23.35788803	15.10370326	8.127339614	12.85979951	10.84814736	3.378659608	4.218785068	11.57988125	10.77697933	15.98956465	4.396617708	9.138618481	10.15787837
0.001	15.07376772	18.06914521	12.83163857	12.79400562	10.22001289	8.781983667	8.015860405	6.57914891	17.59981803	4.938230519	16.70245883	13.66073215	10.36766886	16.84110566
0.001	12.28239863	23.001067	16.40370676	17.91916164	13.48799775	12.06014608	14.11637521	6.359364927	12.16663554	3.885367477	7.82275767	7.159598948	15.11191233	16.69081283
0.001	7.299361955	16.78201651	10.30365617	18.98782054	9.399912986	7.351925428	11.46115032	3.473796352	20.13990535	8.991480031	11.01931429	8.695410851	11.22744922	20.54532715
0.001	16.18275896	8.638436504	10.9965523	19.48895616	8.928250514	11.7870138	3.341474148	3.749893872	11.678784	6.803657906	7.171695786	3.652634659	12.83708695	16.16095065
0.001	15.82925213	5.404245714	18.67078877	4.979589459	8.288181367	5.14708401	4.29963957	5.83073033	22.78923286	12.71777881	11.85995746	13.65235049	11.86396123	16.02598368
0.001	13.27678482	7.96219644	8.177173353	19.62364138	12.8485143	16.02768967	11.24065945	3.322502052	22.63136941	6.761760391	8.869114146	13.31289189	14.47677561	9.696020054
0.001	18.9262097	12.06852626	8.46232153	9.926969263	5.373270659	16.51870452	5.518502287	3.638022195	17.29328968	2.190810897	9.436611091	8.838697675	17.29530572	13.40007864
0.001	7.700766568	11.73948501	5.642753974	12.01182294	13.526219	17.03144439	14.19720184	5.485392321	13.6811287	9.149789037	15.49535074	5.37822822	10.25515586	20.62678607
0.001	9.687130898	7.168567477	12.60370986	7.533629319	7.547109325	6.962018926	14.76770774	3.094513587	19.16481562	3.484413969	16.46007454	10.04939633	12.73338064	16.07606066
0.001	8.510478583	24.00461619	9.945209655	7.832309057	5.978534007	12.0293268	13.15339572	4.773021998	7.866404818	3.090088214	16.30152212	7.234974439	17.15708211	20.26217218
0.001	16.78906376	15.76658495	11.1351973	19.48281748	4.206401081	9.424082443	7.943862565	4.778192149	11.3585448	12.89059676	9.027059069	12.18429146	16.42847044	24.42640652
0.001	14.65457135	9.966458816	17.35388409	9.999277618	6.691042527	12.31245533	10.87200611	5.476622159	7.38036486	2.125129854	9.563596151	5.651786484	17.60403915	23.03961837
0.001	14.95858585	9.140355396	8.00768325	14.07669944	5.844014926	4.357692088	4.417361737	3.182618522	17.19269576	5.072520099	8.338452283	5.646716062	18.83817105	20.00049589
0.001	12.25076726	7.528039445	9.376869861	19.64602023	12.47853037	11.65797923	14.56815037	4.554794941	8.60062037	12.27849052	15.01415714	6.742320572	10.4915628	16.59989871
0.001	8.583671896	8.190414673	9.954451541	8.909236058	5.177148686	17.48983435	13.75512581	3.137106989	23.16053478	4.177961546	9.214880668	6.117723556	18.91644855	24.83833354
0.001	8.683640769	15.26257305	5.395269199	6.452242223	11.79203727	5.26778717	15.62680483	6.648447481	10.65788833	11.23321071	16.53297272	11.41558427	7.447971001	22.90883539
0.001	7.270260599	7.161906652	7.234532782	11.69327315	6.502191316	17.02201634	15.87214912	3.150290233	13.97049753	2.648246596	12.69968458	3.193725464	10.10949607	13.71705812
0.001	11.76155794	20.88339052	17.19885984	11.70050596	4.985250143	8.494044104	12.39642252	6.508000431	20.4512546	2.813032129	7.189334094	3.183328969	15.66541254	7.37826843
0.001	16.69448932	17.43310772	16.19998023	5.157372312	5.001170396	6.186079925	10.38141239	3.425959927	19.50100041	9.250035507	16.00856479	6.956609116	13.62420105	19.1569273
0.001	8.068768252	12.46800554	3.413712505	17.5961839	6.051806676	8.432245856	5.868172713	5.072626393	21.37294396	6.951343297	14.10532623	7.238939469	14.50864864	22.05247678
0.001	11.88653039	5.029576552	14.40636942	14.78794817	5.854268092	4.407649134	12.47631827	3.723785473	12.96826001	3.53636685	14.88048794	13.91252707	11.49987243	10.78042348
0.001	14.40996385	13.76012311	5.457331712	7.050248186	10.70214854	14.93162466	3.357192544	5.240866554	19.40997431	5.436153991	6.001439575	11.66365729	16.37324281	8.694163771
0.001	9.002415472	21.97666013	6.536427618	16.81890585	10.97472773	11.37780615	6.536475481	6.076324981	10.01715666	6.725400237	10.15437299	5.985507723	11.71947587	11.81376611
0.001	17.78801585	9.266700347	6.979354416	13.21533132	12.67925	15.18603783	10.11433406	4.589328153	13.07101498	4.652769135	6.187999962	11.95318774	17.96932144	7.872339261
0.001	8.274228161	10.81067288	9.366107412	10.9064866	12.02034122	11.48180279	7.677906887	5.259990656	17.01314572	10.99908985	12.78715481	3.307836596	18.68479163	6.044648029
0.001	12.88757233	22.97062307	15.26248269	11.98857486	9.940448797	17.08989722	3.139297062	3.648951505	23.5898	3.488150592	15.05799855	7.594497254	7.375928062	23.1737382
0.001	7.186310608	7.445711564	6.417282143	17.06127914	13.46759229	4.112113593	13.95322896	4.897296734	13.70591745	10.70602571	8.900679545	7.309553803	8.146515161	10.64980121
0.001	17.78630716	15.57471391	10.67116381	14.22076119	13.91872684	4.969248326	9.474778721	5.723122425	12.53808461	10.23389331	16.95435936	5.935523527	7.792774358	15.85080755
0.001	13.41937648	21.20336627	15.25644956	11.65742894	11.21157791	7.423204849	6.842542415	5.174803474	8.606667163	5.925728623	8.929461654	9.679801385	10.97930471	16.54219222
0.001	10.46749612	18.25458474	17.62035345	14.47121011	13.25377756	7.226820565	15.0650528	3.722954485	12.20757038	9.792831125	8.594750604	8.191169844	8.978674321	19.9240293
0.001	16.44650218	12.72822168	13.36126026	5.396219404	5.604689339	9.835762343	15.78825262	5.40765525	9.981286281	9.269331749	6.156718946	9.287215643	7.169356476	20.72970931
0.001	16.82032964	20.60674063	13.26983994	16.9010127	9.611171959	8.337708682	5.695609794	6.011683335	9.008944142	7.943950667	6.939709276	8.800137496	8.694781722	6.647504569
0.001	12.06368305	7.018336514	6.063220802	13.68501867	9.649857793	5.106655844	6.757653526	6.312227936	19.32849325	8.23426699	7.946220484	8.711003602	14.67169999	22.15198731
0.001	9.455799043	16.97306793	15.56044901	16.92095996	6.170855096	11.44063081	4.631994371	6.353463068	9.215246248	7.537801468	7.087369807	12.80087615	15.27962277	17.63024218
0.001	9.294251329	22.10335496	10.57271473	15.81370635	6.644791962	9.563448136	5.246588248	3.043491567	7.571192796	3.221256381	9.532791931	13.28602508	17.0218818	17.67508347
0.001	12.50412564	16.10252307	3.049305726	6.981060672	7.761604098	4.796142985	14.30966043	4.962077066	16.25074175	3.312367409	11.34281644	6.54514936	9.989350216	20.43828857
0.001	10.54758012	24.09712531	8.37378956	11.74828413	13.16708789	17.56411317	11.67533938	3.78833879	21.16501987	9.291262476	10.70301869	8.676009098	8.020400622	5.490572547
0.001	10.81838335	13.28065277	6.871400954	8.658768482	10.35233824	9.603453829	9.711035681	3.305001184	20.86285485	8.465410844	15.59931115	12.47365667	16.34336838	24.76526482
0.001	14.54029775	22.30608228	18.56108942	4.225494598	10.24820325	7.076365487	14.15226452	3.430142061	22.08876253	6.023413187	14.81596671	4.814173644	12.09509759	13.52149935
0.001	18.06544314	17.54236187	11.75694168	16.78391933	10.97556396	5.286920569	14.44592786	6.297676216	17.03762398	8.014469841	7.049492218	5.592388353	11.0390334	21.25627645
0.001	12.46522603	17.53499468	11.59791098	10.78569496	5.218986327	16.13755523	11.29048227	3.558535543	11.5297633	9.958946399	13.2719131	12.87610854	7.427356831	17.75201037
0.001	15.65374573	13.4904094	3.161108579	17.71428221	13.61157937	13.87660005	13.47551212	3.392618407	21.41317459	10.13393461	12.27321543	11.63131248	12.04486178	17.70290629
0.001	7.911754016	13.66907616	11.04500949	17.55521112	12.40732331	10.95910198	14.88564131	3.446975793	15.17382288	12.2284996	13.75494126	5.836507597	13.14996818	23.71621156
0.001	17.84822171	7.267483248	8.383409849	13.59388925	13.51694228	8.93431896	8.076456639	5.955245151	15.34648635	6.000228052	7.749504041	12.08484367	18.26352032	11.56182614
0.001	7.929515426	23.39963155	10.40723799	9.127584163	7.937957684	10.41172873	8.355465464	3.321371029	20.81499612	11.80013037	6.980871726	3.582147153	17.06457368	14.21699543
0.001	8.150394115	9.071115564	3.741743219	12.73276692	10.8702642	9.741336421	3.940783121	5.528224244	22.83860238	7.965711247	7.695094767	6.012328982	9.900949455	6.592572265
0.001	18.44378318	24.68809121	3.967667233	4.98288167	7.52614016	15.61684668	4.073163204	6.036388194	24.9478296	12.41830834	11.46011962	3.948909263	9.10657594	6.486213484
0.001	9.249276576	24.82362257	11.22618679	7.271120643	4.79010823	8.429551744	14.49433272	6.321843233	19.17123155	10.61546162	11.57161794	12.45682182	7.854717795	10.45779131
0.001	18.72177048	13.70135809	5.943991348	18.1056506	10.10024242	8.494280699	15.13794646	3.023646235	15.65655569	5.859672269	14.48459363	11.03651142	13.91646087	12.54370625
0.001	15.73370219	19.85990431	16.36956813	12.7174118	13.80496032	6.970342055	12.93481093	3.331883843	22.95979187	12.79092686	7.3955903	7.050663064	18.405013	6.521990875
0.001	7.170988149	24.71834288	10.8773932	8.975840261	12.08626937	16.96059662	13.98655703	6.318154033	23.31242903	4.189226288	15.23481053	4.149709467	18.19757375	21.78564362
0.001	14.72371087	16.01209588	11.1122469	18.31254068	13.58715333	17.94564034	5.274882214	5.400115746	9.444815103	3.551241644	16.24465073	3.287572029	16.61543125	9.837581457
0.001	13.29484994	24.19366636	5.369847969	15.59805003	4.31008315	15.38895834	12.68176711	5.114799549	9.459705653	7.643777839	16.142919	10.96796792	14.87359308	15.5604444
0.001	8.486750809	14.26314789	7.254710375	16.87585374	10.29029568	6.77915763	11.24839196	6.177525156	11.12524005	6.148084728	13.00735137	11.94826373	12.93178559	9.76288417
0.001	17.42025658	21.4575571	3.391952034	15.54985589	12.2108418	11.22693899	7.341573794	6.968951183	8.062735528	2.574271323	7.629800666	12.07452589	17.06820286	9.968947321
0.001	18.45721615	20.59969572	18.99244059	12.24008646	10.46432782	10.77945767	11.51192256	4.114252389	7.662831102	9.689985532	16.39059122	10.54993131	14.50679676	5.843335637
0.001	9.073080044	20.63141793	5.011233734	19.06688731	10.52025665	8.886485944	4.880111063	6.659311735	13.99594925	10.66995095	10.26839208	8.403391154	11.11916086	10.51053563
0.001	8.703164055	19.56215666	12.70761328	6.560461863	4.820491243	17.40811557	9.456519343	6.862631474	11.93251554	11.71668654	13.68293944	11.54883129	8.076063513	24.09226711
0.001	12.5144194	15.63136844	7.357995575	19.01128562	12.90752563	6.517029125	11.64119054	4.52146114	10.47053997	7.8359293	7.161706214	12.9303557	15.98940327	20.21788005
0.001	9.60647167	12.81744321	16.43683011	6.954879873	11.47252367	10.81258198	10.33862856	6.213160663	22.30827575	2.139611629	6.228079985	8.095512966	7.433000789	15.74756415
0.001	15.12042686	13.5807592	16.98008174	7.341746839	11.84534214	4.532630671	9.835442851	6.614349865	8.448364805	12.7285031	10.74729656	3.955170396	18.93740111	14.13380774
0.001	7.153723766	21.3289392	3.587564977	4.77437383	5.540098357	15.1149862	3.788604351	5.252080831	17.8805406	12.19378507	9.064807157	11.01668094	7.521457855	15.70294164
0.001	17.53956066	18.85614125	7.54850967	18.1854784	5.804356522	4.257882992	11.46714123	6.421806339	23.62877851	5.375329902	11.63063144	7.752434604	13.94933393	6.887825898
0.001	10.63899047	7.477484997	12.64092068	17.46047685	13.32915247	10.58443462	15.24790256	4.892489534	15.08011667	9.722974645	10.100092	12.61082643	14.19426396	14.07503224
0.001	14.33136584	9.205432415	5.292215182	18.76083803	10.85874562	4.089035376	14.1740713	3.300288707	8.552566464	12.22023164	10.37556532	4.621099583	9.346237845	7.809978529
0.001	18.79639761	12.67028993	4.6177897	15.18011212	5.475454058	14.7341224	10.72664516	4.906677435	18.97868356	11.41242086	16.24545432	11.38043216	11.95838742	18.46951409
0.001	9.208764337	5.313695675	14.33205913	18.33625173	13.96552912	10.5188192	4.542933915	3.796658032	17.85402429	11.55865817	13.75614801	9.2248596	11.12984667	10.38612403
0.001	9.357686133	15.60618413	15.60843597	13.92372311	7.008311954	13.82812642	3.211422159	6.845610676	17.84933864	10.49656492	15.39695156	12.76278712	9.953923596	12.65346974
0.001	17.37028715	9.035639014	17.0083854	17.91501659	6.947803368	6.272622045	7.883246898	6.391462253	18.07429329	2.164765845	7.038033768	11.35532398	13.30690279	20.48257764
0.001	9.601484624	24.45080602	7.385552563	18.77666131	12.23979663	8.669929338	15.43023724	5.483309087	22.88426644	2.982851393	7.382875084	9.917562981	16.5997565	18.05393421
0.001	10.50431324	23.22184616	17.49847694	4.060234341	4.478131472	12.95038549	10.76945667	3.87428463	13.1026606	12.7908089	11.25285145	6.254736542	18.60647999	11.67443624
0.001	15.70222865	8.674241802	18.19614477	17.47501887	8.773232447	14.62436352	10.87980628	6.030690202	16.50528175	9.664517477	11.63328451	9.908942462	16.84365871	18.51326642
0.001	15.74375148	9.357716382	16.77909015	18.58705557	8.731170485	5.456745472	10.27195971	6.02116507	7.115304905	8.709901925	8.087259221	8.758305835	12.72793128	14.57616131
0.001	13.94954271	18.34666248	16.8755818	19.5363315	12.17537442	16.47252096	12.62806859	4.51222664	16.00301025	9.580514568	16.21020895	3.434947629	16.51702891	23.13909063
0.001	17.2869138	22.62254104	17.8675404	9.544335672	9.0619783	16.4919909	6.700976265	3.568830917	18.56488303	3.050244072	14.17113371	7.372831953	10.38173655	15.78705893
0.001	13.14788142	13.99742581	18.61705059	11.46238879	13.35050548	17.40349924	15.99918967	4.975747063	20.39482013	3.287821504	11.73966426	10.46678726	9.956939994	20.19019144
0.001	8.501115523	5.696245359	7.550029241	12.35536647	11.52764424	10.23820354	5.268616065	6.337245738	16.61549137	11.93386002	10.59018115	5.61542809	17.11268184	13.98767877
0.001	13.14207831	21.87604056	12.98434955	19.78030315	6.054709091	14.71684591	4.33724551	3.313413778	17.9612259	11.57822791	7.357148316	4.561653735	18.26561806	24.57544809
0.001	12.80313797	24.93189806	10.73902089	15.587217	13.26258844	4.48135718	14.80589119	3.707216645	19.76134921	7.899647486	6.367087922	6.535344339	12.17064945	21.42169246
0.001	13.21465397	14.70603635	18.34884375	10.01828826	6.405759513	8.298017104	7.889810286	5.083698364	7.605681081	5.420781951	16.57674142	7.902788115	10.12680333	18.96166826
0.001	7.124385799	16.17421018	9.879003168	5.450017566	4.024965652	14.67372596	3.860839401	3.26864404	19.99536952	12.66218701	9.815170304	3.039388575	7.11934015	6.401659322
0.001	15.86233887	5.326409865	5.020493567	7.467826295	7.528227308	14.55006156	3.257178797	5.253699413	13.97728748	9.137887925	9.55155316	12.72270243	10.75612603	11.14114149
0.001	8.912799612	12.79287914	7.928913654	12.41273437	6.29552312	13.50200233	9.454739012	3.230193677	16.74184365	10.9014495	12.04659769	11.58044517	10.71159139	15.47232633
0.001	17.95706033	24.25097201	13.54661886	18.58519178	12.29451496	6.041482381	11.61999173	6.766027524	8.826242183	2.751733769	11.4489658	10.63321732	18.95626338	8.079288648
0.001	7.202924155	18.12680322	13.00044115	8.353261522	8.371481673	17.73367689	9.937847797	5.95768241	9.999372955	3.819088777	14.04986294	6.34681863	12.12196377	23.24997861
0.001	13.36156451	17.2061956	11.59622518	13.46953615	7.274366812	10.74225006	3.216340485	3.41900049	12.24780015	4.187992859	9.547152348	6.111889546	7.219487029	24.67461278
0.001	18.10162602	10.55309725	5.576891476	10.38684944	10.51596426	4.334868005	13.06772842	4.697918592	8.371508353	5.350395753	12.6997297	11.72997516	8.355249342	13.44245622
0.001	12.93508849	5.162764193	13.97111165	15.90605902	13.90418521	17.04088864	4.027623188	3.259403573	14.31552552	5.429881617	11.98861974	11.77747005	16.35602467	20.48696472
0.001	7.168303668	7.071520664	8.717400827	14.48887572	4.888846105	4.717667377	4.23107053	3.149993256	23.68733504	12.7658297	12.31944404	11.16175788	15.02679288	9.870824068
0.001	15.63557453	17.14633027	13.84343188	12.08756988	10.28282185	10.90203338	9.297536653	3.642005243	13.53498296	7.319794037	13.26141711	12.87513839	18.54451608	15.11508998
0.001	14.09359334	23.79703348	13.51012005	16.54685324	4.985113819	8.669334834	14.92025036	6.332770679	22.52070947	3.941787286	14.06920914	9.768828553	12.01665167	21.31297512
0.001	9.94976875	14.57253501	13.53503264	7.091443689	10.07848176	8.13552463	5.097819223	4.557567107	20.18533014	3.584338273	8.966938193	6.329344729	13.85936565	15.3338031
0.001	15.80281499	16.7118002	13.17225541	7.105991816	13.0856068	8.095048564	10.90704853	3.432510594	15.01774267	3.778196316	10.29696755	5.041623639	14.77298531	23.91046208
0.001	14.59426663	9.657545724	3.329909805	6.504122746	12.65635677	10.93210449	13.65915492	4.612248065	24.61157092	11.59590092	7.483371989	13.60298864	7.994156915	15.68503489
0.001	12.21676484	10.9774468	9.270840928	4.804858074	5.244846326	14.2419075	6.669656605	3.857910652	22.25342343	8.143076501	12.31670992	11.99057381	13.60759579	24.69599141
0.001	14.96499918	18.6457809	10.44757986	16.22119215	8.661463979	7.572003342	11.14834802	4.602408667	19.92887361	12.09416082	12.23879215	7.447930348	10.41039914	6.259694107
0.001	7.17199186	18.501099	5.729489718	4.042090939	11.66994403	9.044118228	3.911457841	4.56531901	23.72714342	8.962344924	7.116280884	3.437926288	10.90624602	16.5124534
0.001	16.0511786	17.25365947	9.588859289	11.31055992	13.39469142	17.58808889	5.920160475	3.936694573	21.57158346	8.602196357	8.672680425	9.233808792	11.34298834	7.530646187
0.001	14.94621871	9.301580276	16.9538058	17.78609035	11.03600569	5.754527822	6.18587362	3.664209282	21.28515378	9.510104718	13.22457945	6.863508196	15.21606433	8.049530411
0.001	8.58417806	6.038792496	10.84988862	8.758013838	8.280464911	13.37037544	7.628075866	5.804662754	17.33487209	8.272780799	12.69816594	11.4482722	14.72355945	24.12602964
0.001	17.25330721	9.333891774	12.33676357	6.622658676	6.75946056	13.79046002	8.310327902	4.959180702	13.99859797	5.167406904	9.10282702	8.721497961	16.12987926	5.527592356
0.001	12.33701272	20.78847635	3.842052581	5.733713212	11.73319461	6.922389211	6.729727486	3.049654584	19.56029695	2.642020652	15.72426881	7.777461354	12.17038008	14.16454263
0.001	13.06765293	23.60266292	18.9270801	14.62549205	6.11538885	14.99913087	15.95842956	4.093474155	13.09677602	4.856347995	15.9723356	13.49566061	15.63563083	17.80648318
0.001	12.95740627	21.22292729	12.51020703	16.0798951	4.121161742	14.25478104	15.00656282	6.317471867	16.24714385	8.984672008	11.1821925	3.554864076	8.297320093	6.224295663
0.001	13.51253831	17.95291031	11.22771717	19.30067111	4.920676354	13.05616009	15.79489826	3.887325447	7.195625036	4.207639962	13.60437639	7.139378461	17.17214775	15.30658556
0.001	12.37699783	16.0730052	17.90078649	14.91399781	10.41558742	4.830442052	10.49967198	3.444368987	11.43508279	11.06883232	14.25784906	11.97153342	16.91241535	7.040612717
0.001	7.744370853	19.2427604	13.77656774	7.914973733	6.850904504	10.26137359	8.083191534	6.026673618	16.85881802	2.013899157	14.36511233	13.97674816	15.45143762	13.79176433
0.001	15.71272975	19.81770355	6.98975989	15.76514529	13.74965036	17.86362415	11.99717177	3.323870038	23.92096346	7.555267811	14.82048456	13.03496181	17.27684582	23.71750986
0.001	18.9925351	24.89971705	17.14973643	4.949437229	5.257736747	14.51744634	12.07950191	3.412708532	22.96569807	3.124667043	11.43396633	6.2283122	16.79524627	20.04681763
0.001	14.8963455	5.963281978	17.78397335	10.88994309	6.720643996	7.626081713	5.986861597	3.181179293	12.81334406	7.533407689	15.51632355	11.33757262	9.572694642	16.09852745
0.001	8.227089181	21.23876036	18.02038027	13.12701038	5.896649749	10.87669843	7.688122523	4.937987394	15.47663482	10.04813508	11.23995907	7.76414161	8.570149255	13.27202174
0.001	12.99105489	13.17049291	9.442767204	9.660519291	10.45160729	17.13261904	9.199845127	4.345008896	19.4131768	6.612846953	9.973080479	4.413487126	7.619805378	5.901769162
0.001	12.40974178	21.56924985	11.04544356	12.92225561	5.969027225	5.199918066	8.267426805	3.868952467	17.70616693	10.73467206	6.315003386	12.82385754	9.025239851	6.074950005
0.001	13.44778625	15.7534061	9.518563487	6.212492043	4.471521787	10.33626212	13.94826172	4.065635144	9.193499513	11.24995483	10.33212031	7.502718598	12.2473374	6.823044131
0.001	15.1595099	24.88601785	4.933429305	7.24227612	6.277235148	12.40994012	14.33355523	4.068689843	15.38667681	7.512552589	8.129776686	13.81358422	16.31021283	13.88885714
0.001	16.4130809	7.77892636	18.36337749	5.007680416	8.932922058	17.56938286	14.2245572	6.651199412	10.21362998	7.937118111	10.85809419	12.95774665	7.533913677	7.018558744
0.001	17.65251513	8.474745972	8.158641464	13.78932115	11.12519396	12.74290342	10.2457646	3.263601493	20.99633583	11.19685707	7.656598369	4.559067722	8.303742964	18.9331443
